EnglishName,ScientificName,Introduced,BCR,State,Country,PopulationEstimate,LCL,UCL
Plain Chachalaca,Ortalis vetula,0,36,TX,USA,,,
Mountain Quail,Oreortyx pictus,0,15,CA,USA,87057.00,46644.00,152013.00
Mountain Quail,Oreortyx pictus,0,32,CA,USA,84155.00,40709.00,150561.00
Mountain Quail,Oreortyx pictus,0,5,CA,USA,39305.00,18336.00,73086.00
Mountain Quail,Oreortyx pictus,0,5,OR,USA,17879.00,8248.00,32418.00
Mountain Quail,Oreortyx pictus,0,9,CA,USA,14689.00,2973.00,39369.00
Mountain Quail,Oreortyx pictus,0,9,OR,USA,4740.00,639.00,11837.00
Mountain Quail,Oreortyx pictus,0,10,OR,USA,1926.00,215.00,5491.00
Mountain Quail,Oreortyx pictus,0,15,NV,USA,908.00,487.00,1586.00
Mountain Quail,Oreortyx pictus,0,5,WA,USA,166.00,0.00,843.00
Northern Bobwhite,Colinus virginianus,0,19,OK,USA,,,
Northern Bobwhite,Colinus virginianus,0,19,KS,USA,,,
Northern Bobwhite,Colinus virginianus,0,19,TX,USA,,,
Northern Bobwhite,Colinus virginianus,0,22,MO,USA,,,
Northern Bobwhite,Colinus virginianus,0,36,TX,USA,,,
Northern Bobwhite,Colinus virginianus,0,22,KS,USA,,,
Northern Bobwhite,Colinus virginianus,0,19,NE,USA,,,
Northern Bobwhite,Colinus virginianus,0,22,IL,USA,,,
Northern Bobwhite,Colinus virginianus,0,21,TX,USA,,,
Northern Bobwhite,Colinus virginianus,0,27,GA,USA,,,
Northern Bobwhite,Colinus virginianus,0,18,TX,USA,,,
Northern Bobwhite,Colinus virginianus,0,37,TX,USA,,,
Northern Bobwhite,Colinus virginianus,0,24,MO,USA,,,
Northern Bobwhite,Colinus virginianus,0,24,KY,USA,,,
Northern Bobwhite,Colinus virginianus,0,21,OK,USA,,,
Northern Bobwhite,Colinus virginianus,0,31,FL,USA,,,
Northern Bobwhite,Colinus virginianus,0,27,NC,USA,,,
Northern Bobwhite,Colinus virginianus,0,27,FL,USA,,,
Northern Bobwhite,Colinus virginianus,0,22,IA,USA,,,
Northern Bobwhite,Colinus virginianus,0,27,MS,USA,,,
Northern Bobwhite,Colinus virginianus,0,27,AL,USA,,,
Northern Bobwhite,Colinus virginianus,0,20,TX,USA,,,
Northern Bobwhite,Colinus virginianus,0,24,IN,USA,,,
Northern Bobwhite,Colinus virginianus,0,27,SC,USA,,,
Northern Bobwhite,Colinus virginianus,0,25,OK,USA,,,
Northern Bobwhite,Colinus virginianus,0,22,OK,USA,,,
Northern Bobwhite,Colinus virginianus,0,24,IL,USA,,,
Northern Bobwhite,Colinus virginianus,0,24,AR,USA,,,
Northern Bobwhite,Colinus virginianus,0,22,IN,USA,,,
Northern Bobwhite,Colinus virginianus,0,35,TX,USA,,,
Northern Bobwhite,Colinus virginianus,0,25,AR,USA,,,
Northern Bobwhite,Colinus virginianus,0,24,TN,USA,,,
Northern Bobwhite,Colinus virginianus,0,27,VA,USA,,,
Northern Bobwhite,Colinus virginianus,0,29,VA,USA,,,
Northern Bobwhite,Colinus virginianus,0,26,MO,USA,,,
Northern Bobwhite,Colinus virginianus,0,18,NM,USA,,,
Northern Bobwhite,Colinus virginianus,0,27,TN,USA,,,
Northern Bobwhite,Colinus virginianus,0,29,SC,USA,,,
Northern Bobwhite,Colinus virginianus,0,11,NE,USA,,,
Northern Bobwhite,Colinus virginianus,0,26,LA,USA,,,
Northern Bobwhite,Colinus virginianus,0,29,NC,USA,,,
Northern Bobwhite,Colinus virginianus,0,28,AL,USA,,,
Northern Bobwhite,Colinus virginianus,0,22,OH,USA,,,
Northern Bobwhite,Colinus virginianus,0,26,MS,USA,,,
Northern Bobwhite,Colinus virginianus,0,26,AR,USA,,,
Northern Bobwhite,Colinus virginianus,0,22,NE,USA,,,
Northern Bobwhite,Colinus virginianus,0,18,KS,USA,,,
Northern Bobwhite,Colinus virginianus,0,29,GA,USA,,,
Northern Bobwhite,Colinus virginianus,0,18,OK,USA,,,
Northern Bobwhite,Colinus virginianus,0,25,LA,USA,,,
Northern Bobwhite,Colinus virginianus,0,37,LA,USA,,,
Northern Bobwhite,Colinus virginianus,0,27,KY,USA,,,
Northern Bobwhite,Colinus virginianus,0,18,NE,USA,,,
Northern Bobwhite,Colinus virginianus,0,28,TN,USA,,,
Northern Bobwhite,Colinus virginianus,0,26,TN,USA,,,
Northern Bobwhite,Colinus virginianus,0,27,LA,USA,,,
Northern Bobwhite,Colinus virginianus,0,30,MD,USA,,,
Northern Bobwhite,Colinus virginianus,0,25,TX,USA,,,
Northern Bobwhite,Colinus virginianus,0,24,AL,USA,,,
Northern Bobwhite,Colinus virginianus,0,23,IN,USA,,,
Northern Bobwhite,Colinus virginianus,0,28,KY,USA,,,
Northern Bobwhite,Colinus virginianus,0,18,CO,USA,,,
Northern Bobwhite,Colinus virginianus,0,29,AL,USA,,,
Northern Bobwhite,Colinus virginianus,0,28,VA,USA,,,
Northern Bobwhite,Colinus virginianus,0,24,OK,USA,,,
Northern Bobwhite,Colinus virginianus,0,23,WI,USA,,,
Northern Bobwhite,Colinus virginianus,0,23,MI,USA,,,
Northern Bobwhite,Colinus virginianus,0,30,VA,USA,,,
Northern Bobwhite,Colinus virginianus,0,28,GA,USA,,,
Northern Bobwhite,Colinus virginianus,0,30,DE,USA,,,
Northern Bobwhite,Colinus virginianus,0,28,OH,USA,,,
Northern Bobwhite,Colinus virginianus,0,28,NC,USA,,,
Northern Bobwhite,Colinus virginianus,0,17,SD,USA,,,
Northern Bobwhite,Colinus virginianus,0,11,SD,USA,,,
Northern Bobwhite,Colinus virginianus,0,19,SD,USA,,,
Northern Bobwhite,Colinus virginianus,0,24,OH,USA,,,
Northern Bobwhite,Colinus virginianus,0,26,KY,USA,,,
Northern Bobwhite,Colinus virginianus,0,21,KS,USA,,,
Northern Bobwhite,Colinus virginianus,0,28,PA,USA,,,
Northern Bobwhite,Colinus virginianus,0,26,IL,USA,,,
Northern Bobwhite,Colinus virginianus,0,18,WY,USA,,,
Northern Bobwhite,Colinus virginianus,0,35,NM,USA,,,
Northern Bobwhite,Colinus virginianus,0,11,IA,USA,,,
Northern Bobwhite,Colinus virginianus,0,23,IL,USA,,,
Northern Bobwhite,Colinus virginianus,0,23,MN,USA,,,
Northern Bobwhite,Colinus virginianus,0,29,PA,USA,,,
Northern Bobwhite,Colinus virginianus,0,30,MA,USA,,,
Northern Bobwhite,Colinus virginianus,0,13,OH,USA,,,
Northern Bobwhite,Colinus virginianus,0,30,NJ,USA,,,
Northern Bobwhite,Colinus virginianus,0,12,WI,USA,,,
Northern Bobwhite,Colinus virginianus,0,28,SC,USA,,,
Northern Bobwhite,Colinus virginianus,0,28,WV,USA,,,
Northern Bobwhite,Colinus virginianus,0,14,ME,USA,,,
Northern Bobwhite,Colinus virginianus,0,12,MI,USA,,,
Northern Bobwhite,Colinus virginianus,0,17,NE,USA,,,
Northern Bobwhite,Colinus virginianus,0,12,MN,USA,,,
Northern Bobwhite,Colinus virginianus,0,30,NY,USA,,,
Northern Bobwhite,Colinus virginianus,0,28,NY,USA,,,
Northern Bobwhite,Colinus virginianus,0,13,NY,USA,,,
Northern Bobwhite,Colinus virginianus,0,5,OR,USA,,,
Northern Bobwhite,Colinus virginianus,0,24,KS,USA,,,
Northern Bobwhite,Colinus virginianus,0,11,MN,USA,,,
Northern Bobwhite,Colinus virginianus,0,23,OH,USA,,,
Northern Bobwhite,Colinus virginianus,0,13,PA,USA,,,
Northern Bobwhite,Colinus virginianus,0,30,NH,USA,,,
Northern Bobwhite,Colinus virginianus,0,37,MS,USA,,,
Northern Bobwhite,Colinus virginianus,0,28,NJ,USA,,,
Northern Bobwhite,Colinus virginianus,0,28,MD,USA,,,
Northern Bobwhite,Colinus virginianus,0,14,VT,USA,,,
Northern Bobwhite,Colinus virginianus,0,29,MD,USA,,,
Northern Bobwhite,Colinus virginianus,0,30,PA,USA,,,
Northern Bobwhite,Colinus virginianus,0,29,DE,USA,,,
Scaled Quail,Callipepla squamata,0,35,TX,USA,688584.00,366734.00,1192890.00
Scaled Quail,Callipepla squamata,0,35,NM,USA,496099.00,229914.00,905927.00
Scaled Quail,Callipepla squamata,0,18,NM,USA,423896.00,201943.00,791767.00
Scaled Quail,Callipepla squamata,0,18,TX,USA,393999.00,150406.00,769427.00
Scaled Quail,Callipepla squamata,0,36,TX,USA,93382.00,38262.00,175142.00
Scaled Quail,Callipepla squamata,0,18,CO,USA,89524.00,28642.00,209029.00
Scaled Quail,Callipepla squamata,0,34,AZ,USA,77040.00,10899.00,197025.00
Scaled Quail,Callipepla squamata,0,16,NM,USA,53398.00,18588.00,108965.00
Scaled Quail,Callipepla squamata,0,34,NM,USA,33899.00,4116.00,81713.00
Scaled Quail,Callipepla squamata,0,18,OK,USA,18400.00,7989.00,35135.00
Scaled Quail,Callipepla squamata,0,19,TX,USA,12254.00,2948.00,28193.00
Scaled Quail,Callipepla squamata,0,35,AZ,USA,6422.00,2977.00,11727.00
Scaled Quail,Callipepla squamata,0,19,OK,USA,2188.00,0.00,9065.00
Scaled Quail,Callipepla squamata,0,37,TX,USA,1893.00,0.00,8183.00
Scaled Quail,Callipepla squamata,0,21,TX,USA,1558.00,0.00,5014.00
Scaled Quail,Callipepla squamata,0,16,CO,USA,539.00,0.00,2273.00
Scaled Quail,Callipepla squamata,0,16,UT,USA,268.00,0.00,1196.00
California Quail,Callipepla californica,0,32,CA,USA,1191635.00,644415.00,2083734.00
California Quail,Callipepla californica,0,9,WA,USA,611511.00,294998.00,1117219.00
California Quail,Callipepla californica,0,9,NV,USA,302351.00,17194.00,977978.00
California Quail,Callipepla californica,0,9,OR,USA,291704.00,110148.00,595268.00
California Quail,Callipepla californica,0,33,CA,USA,147419.00,33091.00,333169.00
California Quail,Callipepla californica,0,9,CA,USA,141350.00,57364.00,292046.00
California Quail,Callipepla californica,0,5,CA,USA,129260.00,63548.00,228088.00
California Quail,Callipepla californica,0,9,ID,USA,115311.00,30286.00,235449.00
California Quail,Callipepla californica,0,15,CA,USA,85118.00,32013.00,175265.00
California Quail,Callipepla californica,0,9,BC,CAN,85022.00,5658.00,213096.00
California Quail,Callipepla californica,0,5,OR,USA,63574.00,29503.00,118978.00
California Quail,Callipepla californica,0,10,OR,USA,46839.00,19084.00,93883.00
California Quail,Callipepla californica,0,10,WA,USA,36070.00,11242.00,78570.00
California Quail,Callipepla californica,0,5,BC,CAN,31348.00,6036.00,72004.00
California Quail,Callipepla californica,0,10,ID,USA,26361.00,2085.00,77044.00
California Quail,Callipepla californica,0,5,WA,USA,23238.00,2774.00,70087.00
California Quail,Callipepla californica,0,10,BC,CAN,19202.00,0.00,68053.00
California Quail,Callipepla californica,0,9,UT,USA,4445.00,0.00,14667.00
California Quail,Callipepla californica,0,16,UT,USA,3670.00,0.00,9706.00
California Quail,Callipepla californica,0,15,NV,USA,2022.00,761.00,4164.00
California Quail,Callipepla californica,0,35,NM,USA,950.00,0.00,4591.00
Gambel's Quail,Callipepla gambelii,0,33,AZ,USA,2007485.00,1053864.00,3401265.00
Gambel's Quail,Callipepla gambelii,0,34,AZ,USA,1115714.00,455361.00,2188428.00
Gambel's Quail,Callipepla gambelii,0,35,NM,USA,629959.00,243347.00,1296431.00
Gambel's Quail,Callipepla gambelii,0,35,TX,USA,400153.00,84442.00,926914.00
Gambel's Quail,Callipepla gambelii,0,33,CA,USA,357323.00,120847.00,724460.00
Gambel's Quail,Callipepla gambelii,0,33,NV,USA,175697.00,39012.00,396604.00
Gambel's Quail,Callipepla gambelii,0,16,AZ,USA,135463.00,23805.00,306645.00
Gambel's Quail,Callipepla gambelii,0,16,NM,USA,132364.00,0.00,370933.00
Gambel's Quail,Callipepla gambelii,0,34,NM,USA,96486.00,34152.00,201717.00
Gambel's Quail,Callipepla gambelii,0,16,UT,USA,48565.00,0.00,170380.00
Gambel's Quail,Callipepla gambelii,0,9,ID,USA,40705.00,0.00,156698.00
Gambel's Quail,Callipepla gambelii,0,16,CO,USA,17713.00,0.00,65763.00
Gambel's Quail,Callipepla gambelii,0,9,NV,USA,17503.00,0.00,54338.00
Gambel's Quail,Callipepla gambelii,0,35,AZ,USA,16310.00,6301.00,33565.00
Gambel's Quail,Callipepla gambelii,0,33,UT,USA,4279.00,951.00,9659.00
Gambel's Quail,Callipepla gambelii,0,16,NV,USA,775.00,137.00,1754.00
Montezuma Quail,Cyrtonyx montezumae,0,34,AZ,USA,,,
Montezuma Quail,Cyrtonyx montezumae,0,35,TX,USA,,,
Montezuma Quail,Cyrtonyx montezumae,0,34,NM,USA,,,
Montezuma Quail,Cyrtonyx montezumae,0,16,NM,USA,,,
Montezuma Quail,Cyrtonyx montezumae,0,35,NM,USA,,,
Montezuma Quail,Cyrtonyx montezumae,0,35,AZ,USA,,,
Chukar,Alectoris chukar,1,9,OR,USA,105408.00,29177.00,233379.00
Chukar,Alectoris chukar,1,9,NV,USA,102559.00,30247.00,235415.00
Chukar,Alectoris chukar,1,9,UT,USA,49535.00,4694.00,146236.00
Chukar,Alectoris chukar,1,33,NV,USA,48819.00,0.00,135628.00
Chukar,Alectoris chukar,1,33,CA,USA,22491.00,1241.00,76894.00
Chukar,Alectoris chukar,1,9,WA,USA,16656.00,3852.00,38421.00
Chukar,Alectoris chukar,1,9,ID,USA,9734.00,1963.00,24483.00
Chukar,Alectoris chukar,1,16,UT,USA,8771.00,2064.00,20863.00
Chukar,Alectoris chukar,1,10,WY,USA,7057.00,1509.00,16793.00
Chukar,Alectoris chukar,1,10,ID,USA,5563.00,85.00,19549.00
Chukar,Alectoris chukar,1,10,OR,USA,5537.00,140.00,15550.00
Chukar,Alectoris chukar,1,16,CO,USA,2838.00,0.00,8198.00
Chukar,Alectoris chukar,1,9,CA,USA,2768.00,57.00,8518.00
Chukar,Alectoris chukar,1,9,BC,CAN,2633.00,0.00,9384.00
Chukar,Alectoris chukar,1,16,AZ,USA,974.00,0.00,4489.00
Chukar,Alectoris chukar,1,32,CA,USA,385.00,0.00,1595.00
Chukar,Alectoris chukar,1,33,UT,USA,316.00,0.00,876.00
Chukar,Alectoris chukar,1,10,UT,USA,98.00,0.00,371.00
Gray Partridge,Perdix perdix,1,11,SK,CAN,252180.00,122178.00,426854.00
Gray Partridge,Perdix perdix,1,11,MT,USA,142057.00,64729.00,254042.00
Gray Partridge,Perdix perdix,1,11,AB,CAN,136471.00,84242.00,214997.00
Gray Partridge,Perdix perdix,1,11,ND,USA,54425.00,25268.00,100417.00
Gray Partridge,Perdix perdix,1,17,ND,USA,35935.00,11607.00,69891.00
Gray Partridge,Perdix perdix,1,17,MT,USA,30788.00,3451.00,83722.00
Gray Partridge,Perdix perdix,1,9,ID,USA,24363.00,8349.00,47829.00
Gray Partridge,Perdix perdix,1,11,MB,CAN,22756.00,11529.00,37235.00
Gray Partridge,Perdix perdix,1,11,IA,USA,18641.00,7185.00,34647.00
Gray Partridge,Perdix perdix,1,9,WA,USA,16338.00,5862.00,32480.00
Gray Partridge,Perdix perdix,1,6,SK,CAN,15000.00,0.00,47776.00
Gray Partridge,Perdix perdix,1,11,MN,USA,11533.00,4370.00,21801.00
Gray Partridge,Perdix perdix,1,9,NV,USA,11244.00,0.00,32182.00
Gray Partridge,Perdix perdix,1,10,MT,USA,10727.00,455.00,31345.00
Gray Partridge,Perdix perdix,1,11,SD,USA,6627.00,454.00,18207.00
Gray Partridge,Perdix perdix,1,22,IA,USA,6177.00,0.00,18847.00
Gray Partridge,Perdix perdix,1,10,ID,USA,5416.00,0.00,21940.00
Gray Partridge,Perdix perdix,1,6,MB,CAN,4662.00,507.00,11543.00
Gray Partridge,Perdix perdix,1,9,OR,USA,4622.00,0.00,11409.00
Gray Partridge,Perdix perdix,1,6,AB,CAN,3991.00,449.00,10104.00
Gray Partridge,Perdix perdix,1,17,SD,USA,2530.00,0.00,9148.00
Gray Partridge,Perdix perdix,1,13,ON,CAN,1784.00,306.00,4100.00
Gray Partridge,Perdix perdix,1,10,WY,USA,1459.00,0.00,5171.00
Gray Partridge,Perdix perdix,1,17,WY,USA,1119.00,0.00,4020.00
Gray Partridge,Perdix perdix,1,10,WA,USA,1004.00,0.00,4004.00
Gray Partridge,Perdix perdix,1,23,MN,USA,684.00,0.00,3343.00
Gray Partridge,Perdix perdix,1,23,WI,USA,671.00,0.00,2254.00
Gray Partridge,Perdix perdix,1,22,IL,USA,285.00,0.00,1229.00
Gray Partridge,Perdix perdix,1,9,BC,CAN,265.00,0.00,1212.00
Gray Partridge,Perdix perdix,1,17,NE,USA,91.00,0.00,328.00
Gray Partridge,Perdix perdix,1,9,WY,USA,16.00,6.00,30.00
Ring-necked Pheasant,Phasianus colchicus,1,11,SD,USA,2132160.00,1304547.00,3343922.00
Ring-necked Pheasant,Phasianus colchicus,1,17,ND,USA,2003412.00,1108934.00,3405536.00
Ring-necked Pheasant,Phasianus colchicus,1,19,KS,USA,1413422.00,870369.00,2208021.00
Ring-necked Pheasant,Phasianus colchicus,1,11,ND,USA,1384425.00,703638.00,2428666.00
Ring-necked Pheasant,Phasianus colchicus,1,19,NE,USA,1049875.00,464236.00,2118832.00
Ring-necked Pheasant,Phasianus colchicus,1,17,MT,USA,669333.00,346064.00,1165443.00
Ring-necked Pheasant,Phasianus colchicus,1,17,SD,USA,652756.00,309383.00,1151038.00
Ring-necked Pheasant,Phasianus colchicus,1,22,IA,USA,601953.00,346609.00,981527.00
Ring-necked Pheasant,Phasianus colchicus,1,11,MT,USA,598263.00,250736.00,1174322.00
Ring-necked Pheasant,Phasianus colchicus,1,18,KS,USA,551993.00,322965.00,881954.00
Ring-necked Pheasant,Phasianus colchicus,1,18,CO,USA,420001.00,193188.00,778773.00
Ring-necked Pheasant,Phasianus colchicus,1,18,NE,USA,412686.00,117633.00,882720.00
Ring-necked Pheasant,Phasianus colchicus,1,11,MN,USA,411262.00,223077.00,675086.00
Ring-necked Pheasant,Phasianus colchicus,1,18,TX,USA,378401.00,120920.00,860295.00
Ring-necked Pheasant,Phasianus colchicus,1,9,WA,USA,309917.00,155200.00,543691.00
Ring-necked Pheasant,Phasianus colchicus,1,23,MN,USA,304598.00,150421.00,536944.00
Ring-necked Pheasant,Phasianus colchicus,1,9,ID,USA,249883.00,106601.00,461144.00
Ring-necked Pheasant,Phasianus colchicus,1,11,IA,USA,238091.00,139653.00,382275.00
Ring-necked Pheasant,Phasianus colchicus,1,9,OR,USA,187967.00,59705.00,404610.00
Ring-necked Pheasant,Phasianus colchicus,1,22,IL,USA,186249.00,105378.00,309361.00
Ring-necked Pheasant,Phasianus colchicus,1,10,WY,USA,186114.00,64219.00,392822.00
Ring-necked Pheasant,Phasianus colchicus,1,23,WI,USA,162517.00,92867.00,267108.00
Ring-necked Pheasant,Phasianus colchicus,1,10,MT,USA,160472.00,56045.00,322472.00
Ring-necked Pheasant,Phasianus colchicus,1,19,OK,USA,136615.00,34539.00,298831.00
Ring-necked Pheasant,Phasianus colchicus,1,22,NE,USA,116607.00,38990.00,235088.00
Ring-necked Pheasant,Phasianus colchicus,1,11,AB,CAN,107879.00,46996.00,203449.00
Ring-necked Pheasant,Phasianus colchicus,1,32,CA,USA,102850.00,33659.00,225087.00
Ring-necked Pheasant,Phasianus colchicus,1,4,AK,USA,101607.00,0.00,358725.00
Ring-necked Pheasant,Phasianus colchicus,1,11,NE,USA,92916.00,8005.00,197681.00
Ring-necked Pheasant,Phasianus colchicus,1,23,MI,USA,82341.00,39557.00,148287.00
Ring-necked Pheasant,Phasianus colchicus,1,18,OK,USA,76474.00,15003.00,197220.00
Ring-necked Pheasant,Phasianus colchicus,1,9,UT,USA,72995.00,20110.00,159987.00
Ring-necked Pheasant,Phasianus colchicus,1,11,SK,CAN,70218.00,21740.00,151928.00
Ring-necked Pheasant,Phasianus colchicus,1,14,NS,CAN,70083.00,21578.00,144303.00
Ring-necked Pheasant,Phasianus colchicus,1,9,NV,USA,61512.00,0.00,235578.00
Ring-necked Pheasant,Phasianus colchicus,1,22,KS,USA,59221.00,17977.00,120527.00
Ring-necked Pheasant,Phasianus colchicus,1,22,MO,USA,58366.00,25117.00,109458.00
Ring-necked Pheasant,Phasianus colchicus,1,22,MI,USA,54766.00,33237.00,85832.00
Ring-necked Pheasant,Phasianus colchicus,1,22,MN,USA,52806.00,27833.00,90651.00
Ring-necked Pheasant,Phasianus colchicus,1,17,WY,USA,49092.00,5823.00,116143.00
Ring-necked Pheasant,Phasianus colchicus,1,18,WY,USA,46034.00,839.00,128103.00
Ring-necked Pheasant,Phasianus colchicus,1,22,IN,USA,38418.00,5700.00,89545.00
Ring-necked Pheasant,Phasianus colchicus,1,12,MI,USA,36535.00,9654.00,81386.00
Ring-necked Pheasant,Phasianus colchicus,1,9,BC,CAN,35305.00,1226.00,92943.00
Ring-necked Pheasant,Phasianus colchicus,1,9,CA,USA,31358.00,982.00,100525.00
Ring-necked Pheasant,Phasianus colchicus,1,17,NE,USA,30763.00,14581.00,54246.00
Ring-necked Pheasant,Phasianus colchicus,1,18,SD,USA,28386.00,8091.00,60717.00
Ring-necked Pheasant,Phasianus colchicus,1,5,OR,USA,26305.00,6370.00,59505.00
Ring-necked Pheasant,Phasianus colchicus,1,16,UT,USA,25594.00,6656.00,54950.00
Ring-necked Pheasant,Phasianus colchicus,1,22,OH,USA,24239.00,10504.00,46572.00
Ring-necked Pheasant,Phasianus colchicus,1,19,TX,USA,21853.00,432.00,76476.00
Ring-necked Pheasant,Phasianus colchicus,1,10,OR,USA,21686.00,1095.00,58103.00
Ring-necked Pheasant,Phasianus colchicus,1,16,CO,USA,20915.00,4102.00,47864.00
Ring-necked Pheasant,Phasianus colchicus,1,10,ID,USA,20695.00,422.00,72166.00
Ring-necked Pheasant,Phasianus colchicus,1,33,CA,USA,18323.00,0.00,48589.00
Ring-necked Pheasant,Phasianus colchicus,1,14,NB,CAN,17545.00,213.00,57887.00
Ring-necked Pheasant,Phasianus colchicus,1,13,NY,USA,14268.00,4452.00,32105.00
Ring-necked Pheasant,Phasianus colchicus,1,28,PA,USA,12361.00,5539.00,23852.00
Ring-necked Pheasant,Phasianus colchicus,1,35,NM,USA,12246.00,0.00,40227.00
Ring-necked Pheasant,Phasianus colchicus,1,23,IN,USA,11237.00,2948.00,24602.00
Ring-necked Pheasant,Phasianus colchicus,1,19,SD,USA,10108.00,4470.00,20399.00
Ring-necked Pheasant,Phasianus colchicus,1,12,WI,USA,9518.00,1375.00,24624.00
Ring-necked Pheasant,Phasianus colchicus,1,12,MN,USA,7785.00,1333.00,20439.00
Ring-necked Pheasant,Phasianus colchicus,1,5,AK,USA,7703.00,0.00,27137.00
Ring-necked Pheasant,Phasianus colchicus,1,5,BC,CAN,7685.00,1155.00,20982.00
Ring-necked Pheasant,Phasianus colchicus,1,10,BC,CAN,6764.00,0.00,25721.00
Ring-necked Pheasant,Phasianus colchicus,1,13,ON,CAN,6478.00,1608.00,15230.00
Ring-necked Pheasant,Phasianus colchicus,1,18,NM,USA,6348.00,133.00,21974.00
Ring-necked Pheasant,Phasianus colchicus,1,23,IA,USA,6106.00,2033.00,13794.00
Ring-necked Pheasant,Phasianus colchicus,1,11,MB,CAN,5434.00,68.00,17281.00
Ring-necked Pheasant,Phasianus colchicus,1,23,IL,USA,5409.00,502.00,12056.00
Ring-necked Pheasant,Phasianus colchicus,1,10,WA,USA,5137.00,429.00,12216.00
Ring-necked Pheasant,Phasianus colchicus,1,5,CA,USA,4378.00,0.00,16143.00
Ring-necked Pheasant,Phasianus colchicus,1,33,AZ,USA,3936.00,0.00,14470.00
Ring-necked Pheasant,Phasianus colchicus,1,13,OH,USA,3894.00,474.00,11047.00
Ring-necked Pheasant,Phasianus colchicus,1,5,WA,USA,3593.00,1102.00,7688.00
Ring-necked Pheasant,Phasianus colchicus,1,28,OH,USA,3467.00,114.00,11201.00
Ring-necked Pheasant,Phasianus colchicus,1,22,WI,USA,2125.00,347.00,4828.00
Ring-necked Pheasant,Phasianus colchicus,1,34,AZ,USA,1761.00,0.00,7316.00
Ring-necked Pheasant,Phasianus colchicus,1,6,AB,CAN,1162.00,114.00,2957.00
Ring-necked Pheasant,Phasianus colchicus,1,28,NY,USA,873.00,208.00,1883.00
Ring-necked Pheasant,Phasianus colchicus,1,29,PA,USA,811.00,312.00,1596.00
Ring-necked Pheasant,Phasianus colchicus,1,16,NM,USA,631.00,0.00,2112.00
Ring-necked Pheasant,Phasianus colchicus,1,14,ME,USA,579.00,72.00,1477.00
Ring-necked Pheasant,Phasianus colchicus,1,30,MA,USA,494.00,49.00,1233.00
Ring-necked Pheasant,Phasianus colchicus,1,22,OK,USA,443.00,0.00,1704.00
Ring-necked Pheasant,Phasianus colchicus,1,29,NJ,USA,363.00,0.00,1212.00
Ring-necked Pheasant,Phasianus colchicus,1,28,WV,USA,359.00,0.00,933.00
Ring-necked Pheasant,Phasianus colchicus,1,13,PA,USA,323.00,33.00,794.00
Ring-necked Pheasant,Phasianus colchicus,1,29,VA,USA,316.00,0.00,1212.00
Ring-necked Pheasant,Phasianus colchicus,1,16,WY,USA,284.00,0.00,976.00
Ring-necked Pheasant,Phasianus colchicus,1,12,ON,CAN,253.00,0.00,868.00
Ring-necked Pheasant,Phasianus colchicus,1,29,MD,USA,247.00,60.00,572.00
Ring-necked Pheasant,Phasianus colchicus,1,21,TX,USA,224.00,0.00,1202.00
Ring-necked Pheasant,Phasianus colchicus,1,16,ID,USA,185.00,48.00,396.00
Ring-necked Pheasant,Phasianus colchicus,1,30,RI,USA,165.00,0.00,471.00
Ring-necked Pheasant,Phasianus colchicus,1,30,NJ,USA,139.00,0.00,379.00
Ring-necked Pheasant,Phasianus colchicus,1,14,NH,USA,112.00,0.00,352.00
Ring-necked Pheasant,Phasianus colchicus,1,23,OH,USA,93.00,25.00,204.00
Ring-necked Pheasant,Phasianus colchicus,1,30,DE,USA,74.00,0.00,262.00
Ring-necked Pheasant,Phasianus colchicus,1,28,NJ,USA,68.00,0.00,219.00
Ring-necked Pheasant,Phasianus colchicus,1,14,PE,CAN,68.00,0.00,291.00
Ring-necked Pheasant,Phasianus colchicus,1,14,VT,USA,51.00,0.00,233.00
Ring-necked Pheasant,Phasianus colchicus,1,28,MD,USA,50.00,0.00,137.00
Ring-necked Pheasant,Phasianus colchicus,1,14,MA,USA,43.00,0.00,207.00
Ring-necked Pheasant,Phasianus colchicus,1,30,MD,USA,35.00,0.00,123.00
Ring-necked Pheasant,Phasianus colchicus,1,28,CT,USA,33.00,0.00,122.00
Ring-necked Pheasant,Phasianus colchicus,1,28,MA,USA,26.00,0.00,95.00
Ring-necked Pheasant,Phasianus colchicus,1,29,NY,USA,16.00,0.00,52.00
Ring-necked Pheasant,Phasianus colchicus,1,29,DE,USA,15.00,6.00,30.00
Ring-necked Pheasant,Phasianus colchicus,1,30,PA,USA,5.00,0.00,12.00
Ruffed Grouse,Bonasa umbellus,0,10,BC,CAN,,,
Ruffed Grouse,Bonasa umbellus,0,8,ON,CAN,,,
Ruffed Grouse,Bonasa umbellus,0,8,SK,CAN,,,
Ruffed Grouse,Bonasa umbellus,0,6,NT,CAN,,,
Ruffed Grouse,Bonasa umbellus,0,6,AB,CAN,,,
Ruffed Grouse,Bonasa umbellus,0,8,MB,CAN,,,
Ruffed Grouse,Bonasa umbellus,0,6,SK,CAN,,,
Ruffed Grouse,Bonasa umbellus,0,4,AK,USA,,,
Ruffed Grouse,Bonasa umbellus,0,12,MN,USA,,,
Ruffed Grouse,Bonasa umbellus,0,12,ON,CAN,,,
Ruffed Grouse,Bonasa umbellus,0,6,MB,CAN,,,
Ruffed Grouse,Bonasa umbellus,0,12,QC,CAN,,,
Ruffed Grouse,Bonasa umbellus,0,5,BC,CAN,,,
