"cell_id","week","season","adj_cell_sum","adj_cell_sum_se","adj_cell_sum_week","adj_cell_sum_week_se","prop_week","prop_week_se"
1,2018-05-24,"prebreeding_migration",988.893118321897,10.1115736200978,48183.8330565095,29.3798632525327,0.0205233385472288,0.000210226859270413
2,2018-05-24,"prebreeding_migration",6639.38552695513,12.7863812246848,48183.8330565095,29.3798632525327,0.13779280529983,0.000278349701159335
3,2018-05-24,"prebreeding_migration",13662.7802630663,14.8474002162328,48183.8330565095,29.3798632525327,0.28355527977699,0.000353332545219362
4,2018-05-24,"prebreeding_migration",11750.104994297,14.013545913663,48183.8330565095,29.3798632525327,0.243859905884129,0.000326641152695479
5,2018-05-24,"prebreeding_migration",5675.10233092308,7.86224932138951,48183.8330565095,29.3798632525327,0.117780217366007,0.000178276774090968
6,2018-05-24,"prebreeding_migration",4502.29608413577,5.12315891912404,48183.8330565095,29.3798632525327,0.0934399735042981,0.00012062821050867
7,2018-05-24,"prebreeding_migration",3600.40108513832,5.82315388404519,48183.8330565095,29.3798632525327,0.074722180796945,0.000129155963210405
8,2018-05-24,"prebreeding_migration",1364.86965367198,7.65802152811026,48183.8330565095,29.3798632525327,0.028326298824572,0.00015986916203904
1,2018-05-31,"prebreeding_migration",743.194715499877,10.1855024181562,36252.5888124108,25.7800626809792,0.0205004591353611,0.000281337277223276
2,2018-05-31,"prebreeding_migration",4986.68020573259,12.2189297635082,36252.5888124108,25.7800626809792,0.137553768409097,0.000350957128439938
3,2018-05-31,"prebreeding_migration",10192.3191608786,12.3667279596415,36252.5888124108,25.7800626809792,0.281147346845182,0.000395398084861525
4,2018-05-31,"prebreeding_migration",8406.97519010305,11.1279249468664,36252.5888124108,25.7800626809792,0.231899995710789,0.000348449009120903
5,2018-05-31,"prebreeding_migration",4517.70230689645,6.44271272972351,36252.5888124108,25.7800626809792,0.12461737092138,0.000198586633761577
6,2018-05-31,"prebreeding_migration",3784.3156761229,4.06554254412329,36252.5888124108,25.7800626809792,0.104387460319175,0.000134487618628328
7,2018-05-31,"prebreeding_migration",2518.943082124,4.83991452213379,36252.5888124108,25.7800626809792,0.0694831228511234,0.000142355653961932
8,2018-05-31,"prebreeding_migration",1102.45847505331,7.3031703821801,36252.5888124108,25.7800626809792,0.030410475807893,0.000202609794705333
1,2018-06-07,"prebreeding_migration",403.267851889137,10.4272452484154,18306.7471874356,22.9811154349763,0.022028372804859,0.000570255690523614
2,2018-06-07,"prebreeding_migration",1901.23670595885,11.5438884339024,18306.7471874356,22.9811154349763,0.103854425174108,0.000643917234698562
3,2018-06-07,"prebreeding_migration",6265.47044825554,11.0384020484801,18306.7471874356,22.9811154349763,0.342249247455369,0.000740378462362078
4,2018-06-07,"prebreeding_migration",4308.84138649702,7.75420374904542,18306.7471874356,22.9811154349763,0.235369033197458,0.000516442721668237
5,2018-06-07,"prebreeding_migration",2710.11434197426,5.31726863759856,18306.7471874356,22.9811154349763,0.148039098056386,0.000344818214338996
6,2018-06-07,"prebreeding_migration",1444.49533119798,2.77262079459643,18306.7471874356,22.9811154349763,0.0789050788984168,0.000180968319523145
7,2018-06-07,"prebreeding_migration",1038.73827317357,4.06706615665148,18306.7471874356,22.9811154349763,0.0567407340331045,0.000233301395839185
8,2018-06-07,"prebreeding_migration",234.58284848929,7.18798083383111,18306.7471874356,22.9811154349763,0.0128140103802979,0.000392970440197953
1,2018-07-20,"postbreeding_migration",0,0,7663.65390780568,10.6043497293199,0,0
2,2018-07-20,"postbreeding_migration",0,0,7663.65390780568,10.6043497293199,0,0
3,2018-07-20,"postbreeding_migration",1535.45455685258,7.30182077077149,7663.65390780568,10.6043497293199,0.200355414704815,0.00099230060108455
4,2018-07-20,"postbreeding_migration",3167.16538777947,5.16798760141904,7663.65390780568,10.6043497293199,0.413270931318233,0.000884173141375279
5,2018-07-20,"postbreeding_migration",1042.31511886418,4.18427949033926,7663.65390780568,10.6043497293199,0.13600759264488,0.000577514606689188
6,2018-07-20,"postbreeding_migration",1433.48180545866,2.05743102203267,7663.65390780568,10.6043497293199,0.187049392196405,0.000372912678558129
7,2018-07-20,"postbreeding_migration",485.23703885079,3.26899579399244,7663.65390780568,10.6043497293199,0.0633166691356665,0.000435462979658722
8,2018-07-20,"postbreeding_migration",0,0,7663.65390780568,10.6043497293199,0,0
