"cell_id","cell_area","cell_sum","cell_sum_se","week","season","cell_area_sum","cell_sum_sum","cell_sum_sum_se"
2,5473,40.9136247485876,0.263496422656733,2018-04-05,"prebreeding_migration",40471,103.536660641432,0.397702627829022
3,5595,0.153398394584656,0.0128403189592063,2018-04-05,"prebreeding_migration",40471,103.536660641432,0.397702627829022
4,5659,0.292959697544575,0.0130237060055125,2018-04-05,"prebreeding_migration",40471,103.536660641432,0.397702627829022
5,5659,2.19057857617736,0.0475339435935075,2018-04-05,"prebreeding_migration",40471,103.536660641432,0.397702627829022
6,5659,0,0,2018-04-05,"prebreeding_migration",40471,103.536660641432,0.397702627829022
7,5648,0,0,2018-04-05,"prebreeding_migration",40471,103.536660641432,0.397702627829022
8,5587,0,0,2018-04-05,"prebreeding_migration",40471,103.536660641432,0.397702627829022
1,1191,284.319618597627,1.1224138344364,2018-04-12,"prebreeding_migration",40471,1880.2657649219,2.66491205610136
2,5473,988.861243262887,1.615417925715,2018-04-12,"prebreeding_migration",40471,1880.2657649219,2.66491205610136
3,5595,466.140851587057,1.64485952613785,2018-04-12,"prebreeding_migration",40471,1880.2657649219,2.66491205610136
4,5659,123.383289322257,0.699996862452065,2018-04-12,"prebreeding_migration",40471,1880.2657649219,2.66491205610136
5,5659,17.5149832703173,0.191707063612528,2018-04-12,"prebreeding_migration",40471,1880.2657649219,2.66491205610136
6,5659,0.0457788817584515,0.00763609132263809,2018-04-12,"prebreeding_migration",40471,1880.2657649219,2.66491205610136
7,5648,0,0,2018-04-12,"prebreeding_migration",40471,1880.2657649219,2.66491205610136
8,5587,0,0,2018-04-12,"prebreeding_migration",40471,1880.2657649219,2.66491205610136
1,1191,736.680202931166,2.59464178471804,2018-04-19,"prebreeding_migration",40471,9054.69692231342,8.33366514469612
2,5473,3486.51945631206,4.7883671280753,2018-04-19,"prebreeding_migration",40471,9054.69692231342,8.33366514469612
3,5595,3201.4484513402,5.05776840354794,2018-04-19,"prebreeding_migration",40471,9054.69692231342,8.33366514469612
4,5659,1558.3287673071,3.73098339100643,2018-04-19,"prebreeding_migration",40471,9054.69692231342,8.33366514469612
5,5659,65.6234509274364,0.520023346751854,2018-04-19,"prebreeding_migration",40471,9054.69692231342,8.33366514469612
6,5659,1.04062602296472,0.0811193160840107,2018-04-19,"prebreeding_migration",40471,9054.69692231342,8.33366514469612
7,5648,2.84515757113695,0.0817527750923314,2018-04-19,"prebreeding_migration",40471,9054.69692231342,8.33366514469612
8,5587,2.2108099013567,0.0663518722280856,2018-04-19,"prebreeding_migration",40471,9054.69692231342,8.33366514469612
1,1191,1350.82683050632,4.25822688818687,2018-04-26,"prebreeding_migration",40471,21394.6425351501,15.4212830264566
2,5473,7177.60842210054,7.90394798340923,2018-04-26,"prebreeding_migration",40471,21394.6425351501,15.4212830264566
3,5595,7327.66155317426,9.73782239308597,2018-04-26,"prebreeding_migration",40471,21394.6425351501,15.4212830264566
4,5659,4204.5327232033,7.5222869608388,2018-04-26,"prebreeding_migration",40471,21394.6425351501,15.4212830264566
5,5659,1085.36290110648,2.21617582528474,2018-04-26,"prebreeding_migration",40471,21394.6425351501,15.4212830264566
6,5659,99.8205169737339,0.610739723390266,2018-04-26,"prebreeding_migration",40471,21394.6425351501,15.4212830264566
7,5648,81.0844304189086,0.604350593934553,2018-04-26,"prebreeding_migration",40471,21394.6425351501,15.4212830264566
8,5587,67.7451576665044,0.389122355022757,2018-04-26,"prebreeding_migration",40471,21394.6425351501,15.4212830264566
1,1191,1728.13513442874,4.99253522296095,2018-05-03,"prebreeding_migration",40471,39050.275119774,22.7906804733167
2,5473,9864.02993941307,10.2200267589399,2018-05-03,"prebreeding_migration",40471,39050.275119774,22.7906804733167
3,5595,12586.1449994445,14.197301880906,2018-05-03,"prebreeding_migration",40471,39050.275119774,22.7906804733167
4,5659,7152.86586642265,11.9807880897813,2018-05-03,"prebreeding_migration",40471,39050.275119774,22.7906804733167
5,5659,3384.45576532185,4.89889540138656,2018-05-03,"prebreeding_migration",40471,39050.275119774,22.7906804733167
6,5659,1618.74320716411,3.04779723607142,2018-05-03,"prebreeding_migration",40471,39050.275119774,22.7906804733167
7,5648,1287.88730880618,2.63207355582369,2018-05-03,"prebreeding_migration",40471,39050.275119774,22.7906804733167
8,5587,1428.01289877295,2.17302605411083,2018-05-03,"prebreeding_migration",40471,39050.275119774,22.7906804733167
1,1191,1698.42879480124,4.80986255843014,2018-05-10,"prebreeding_migration",40471,55285.9123806357,26.8646457906454
2,5473,10236.9728360772,10.6992351846838,2018-05-10,"prebreeding_migration",40471,55285.9123806357,26.8646457906454
3,5595,15430.1756437421,15.4733889684601,2018-05-10,"prebreeding_migration",40471,55285.9123806357,26.8646457906454
4,5659,10935.180431664,14.0786146317166,2018-05-10,"prebreeding_migration",40471,55285.9123806357,26.8646457906454
5,5659,5852.03985548019,8.01678500075381,2018-05-10,"prebreeding_migration",40471,55285.9123806357,26.8646457906454
6,5659,3226.75236299634,5.08578148752405,2018-05-10,"prebreeding_migration",40471,55285.9123806357,26.8646457906454
7,5648,3619.14111831784,5.43150550669485,2018-05-10,"prebreeding_migration",40471,55285.9123806357,26.8646457906454
8,5587,4287.22133755684,5.17999602457574,2018-05-10,"prebreeding_migration",40471,55285.9123806357,26.8646457906454
1,1191,1691.9998241663,4.47803642967171,2018-05-17,"prebreeding_migration",40471,64400.235026449,26.6952972478222
2,5473,10351.0762988329,10.357186881545,2018-05-17,"prebreeding_migration",40471,64400.235026449,26.6952972478222
3,5595,17362.7787411809,15.2013281033323,2018-05-17,"prebreeding_migration",40471,64400.235026449,26.6952972478222
4,5659,12828.115799129,13.9490468173918,2018-05-17,"prebreeding_migration",40471,64400.235026449,26.6952972478222
5,5659,7184.5018081069,7.77252332445099,2018-05-17,"prebreeding_migration",40471,64400.235026449,26.6952972478222
6,5659,4571.00010964274,5.71360576506626,2018-05-17,"prebreeding_migration",40471,64400.235026449,26.6952972478222
7,5648,4907.47689804435,5.90114645845514,2018-05-17,"prebreeding_migration",40471,64400.235026449,26.6952972478222
8,5587,5503.28554734588,5.63715729548607,2018-05-17,"prebreeding_migration",40471,64400.235026449,26.6952972478222
1,1191,1597.76824823022,4.82269420351359,2018-05-24,"prebreeding_migration",40471,62993.5151201189,25.5476261317755
2,5473,9874.48506784439,10.3282377591943,2018-05-24,"prebreeding_migration",40471,62993.5151201189,25.5476261317755
3,5595,16392.2522659302,13.9302788599264,2018-05-24,"prebreeding_migration",40471,62993.5151201189,25.5476261317755
4,5659,11932.3101134896,13.8958001188752,2018-05-24,"prebreeding_migration",40471,62993.5151201189,25.5476261317755
5,5659,7222.63427361846,7.32707580677459,2018-05-24,"prebreeding_migration",40471,62993.5151201189,25.5476261317755
6,5659,4836.5922473073,4.9953987616129,2018-05-24,"prebreeding_migration",40471,62993.5151201189,25.5476261317755
7,5648,5083.8799752295,5.23982594193939,2018-05-24,"prebreeding_migration",40471,62993.5151201189,25.5476261317755
8,5587,6053.59292846918,5.4321792819565,2018-05-24,"prebreeding_migration",40471,62993.5151201189,25.5476261317755
1,1191,1352.0698454082,4.97583337906452,2018-05-31,"prebreeding_migration",40471,51062.2708760202,21.3100086360065
2,5473,8221.77974662185,9.61681833836021,2018-05-31,"prebreeding_migration",40471,51062.2708760202,21.3100086360065
3,5595,12921.7911637425,11.2491482505167,2018-05-31,"prebreeding_migration",40471,51062.2708760202,21.3100086360065
4,5659,8589.18030929565,10.9792761825396,2018-05-31,"prebreeding_migration",40471,51062.2708760202,21.3100086360065
5,5659,6065.23424959183,5.77751008690362,2018-05-31,"prebreeding_migration",40471,51062.2708760202,21.3100086360065
6,5659,4118.61183929443,3.90331751911114,2018-05-31,"prebreeding_migration",40471,51062.2708760202,21.3100086360065
7,5648,4002.42197221518,4.11963922280968,2018-05-31,"prebreeding_migration",40471,51062.2708760202,21.3100086360065
8,5587,5791.18174985051,4.91930642036759,2018-05-31,"prebreeding_migration",40471,51062.2708760202,21.3100086360065
1,1191,1012.14298179746,5.45361364386478,2018-06-07,"prebreeding_migration",40471,33116.429251045,17.8223596324158
2,5473,5136.33624684811,8.74312933461816,2018-06-07,"prebreeding_migration",40471,33116.429251045,17.8223596324158
3,5595,8994.94245111942,9.77004072244392,2018-06-07,"prebreeding_migration",40471,33116.429251045,17.8223596324158
4,5659,4491.04650568962,7.53932806363411,2018-06-07,"prebreeding_migration",40471,33116.429251045,17.8223596324158
5,5659,4257.64628466964,4.48825369725475,2018-06-07,"prebreeding_migration",40471,33116.429251045,17.8223596324158
6,5659,1778.79149436951,2.52876996730664,2018-06-07,"prebreeding_migration",40471,33116.429251045,17.8223596324158
7,5648,2522.21716326475,3.17611112323392,2018-06-07,"prebreeding_migration",40471,33116.429251045,17.8223596324158
8,5587,4923.30612328649,4.74661421371492,2018-06-07,"prebreeding_migration",40471,33116.429251045,17.8223596324158
1,1191,783.973417580128,9.79654559284605,2018-06-21,"breeding",40471,17488.1739543974,15.9666156610648
2,5473,3652.50609919429,7.96425465334942,2018-06-21,"breeding",40471,17488.1739543974,15.9666156610648
3,5595,3689.09210479259,6.38046215408266,2018-06-21,"breeding",40471,17488.1739543974,15.9666156610648
4,5659,365.646624594927,2.25436049297631,2018-06-21,"breeding",40471,17488.1739543974,15.9666156610648
5,5659,1993.78032797575,3.63062932595215,2018-06-21,"breeding",40471,17488.1739543974,15.9666156610648
6,5659,453.02857375145,1.45293167052681,2018-06-21,"breeding",40471,17488.1739543974,15.9666156610648
7,5648,1734.95273539424,2.65301700289427,2018-06-21,"breeding",40471,17488.1739543974,15.9666156610648
8,5587,4815.19407111406,5.23524024670767,2018-06-21,"breeding",40471,17488.1739543974,15.9666156610648
1,1191,608.875129908323,8.88738103684394,2018-06-28,"breeding",40471,14809.6820636094,14.5084514600471
2,5473,3235.09954088926,7.53784117718899,2018-06-28,"breeding",40471,14809.6820636094,14.5084514600471
3,5595,2729.47200286388,5.137375211689,2018-06-28,"breeding",40471,14809.6820636094,14.5084514600471
4,5659,182.2051191926,1.81279015073705,2018-06-28,"breeding",40471,14809.6820636094,14.5084514600471
5,5659,1547.53194269538,2.85112688484191,2018-06-28,"breeding",40471,14809.6820636094,14.5084514600471
6,5659,334.29616317153,1.1369909951607,2018-06-28,"breeding",40471,14809.6820636094,14.5084514600471
7,5648,1483.47889009118,2.54034353099135,2018-06-28,"breeding",40471,14809.6820636094,14.5084514600471
8,5587,4688.7232747972,5.39784419686997,2018-06-28,"breeding",40471,14809.6820636094,14.5084514600471
1,1191,412.443692624569,6.28799820780132,2018-07-06,"breeding",40471,13275.4026862681,12.3663715600306
2,5473,2582.0301130116,6.77596436103787,2018-07-06,"breeding",40471,13275.4026862681,12.3663715600306
3,5595,2368.6738512814,5.11796305819779,2018-07-06,"breeding",40471,13275.4026862681,12.3663715600306
4,5659,271.957672551274,1.2499096909608,2018-07-06,"breeding",40471,13275.4026862681,12.3663715600306
5,5659,1363.57075621188,2.36431668401284,2018-07-06,"breeding",40471,13275.4026862681,12.3663715600306
6,5659,321.200746327639,0.953450961898524,2018-07-06,"breeding",40471,13275.4026862681,12.3663715600306
7,5648,1417.5726710856,2.24515371582246,2018-07-06,"breeding",40471,13275.4026862681,12.3663715600306
8,5587,4537.95318317413,5.30838333676204,2018-07-06,"breeding",40471,13275.4026862681,12.3663715600306
1,1191,464.291847020388,3.27217816768204,2018-07-20,"postbreeding_migration",40471,20429.227562964,10.9576014847491
2,5473,2241.76283609867,4.55514585200874,2018-07-20,"postbreeding_migration",40471,20429.227562964,10.9576014847491
3,5595,4264.92655971646,5.18883055252273,2018-07-20,"postbreeding_migration",40471,20429.227562964,10.9576014847491
4,5659,3349.37050697207,4.8396164845793,2018-07-20,"postbreeding_migration",40471,20429.227562964,10.9576014847491
5,5659,2589.84706155956,3.06255944265666,2018-07-20,"postbreeding_migration",40471,20429.227562964,10.9576014847491
