"cell_id","cell_area","cell_sum","cell_sum_se","week","season","cell_area_sum","cell_sum_sum","cell_sum_sum_se"
4,5659,5662.34345322847,7.91723006722551,2018-07-06,"breeding",40471,31274.3505851179,21.5870356712934
5,5659,7360.11138501763,10.4222840999178,2018-07-06,"breeding",40471,31274.3505851179,21.5870356712934
6,5659,4606.12133812904,7.59543982097014,2018-07-06,"breeding",40471,31274.3505851179,21.5870356712934
7,5648,3513.60770940781,6.79560527441006,2018-07-06,"breeding",40471,31274.3505851179,21.5870356712934
8,5587,3043.8891851306,6.01442654699624,2018-07-06,"breeding",40471,31274.3505851179,21.5870356712934
1,1191,273.021653264761,1.87854474643956,2018-07-13,"breeding",40471,30560.9818134308,19.8961034631669
2,5473,2797.20976819098,10.4730003462836,2018-07-13,"breeding",40471,30560.9818134308,19.8961034631669
3,5595,4452.66637957096,5.03117273723162,2018-07-13,"breeding",40471,30560.9818134308,19.8961034631669
4,5659,5789.89278995991,7.49506705582732,2018-07-13,"breeding",40471,30560.9818134308,19.8961034631669
5,5659,7323.35995805264,10.3253192744337,2018-07-13,"breeding",40471,30560.9818134308,19.8961034631669
6,5659,4187.63501057029,6.60128300272304,2018-07-13,"breeding",40471,30560.9818134308,19.8961034631669
7,5648,3150.66753214598,5.30556469907075,2018-07-13,"breeding",40471,30560.9818134308,19.8961034631669
8,5587,2586.52872167528,4.77654319975657,2018-07-13,"breeding",40471,30560.9818134308,19.8961034631669
1,1191,246.771665766835,1.52825318070427,2018-07-20,"postbreeding_migration",40471,29444.5184901655,18.0962828818678
2,5473,2345.28596268594,8.51150701075513,2018-07-20,"postbreeding_migration",40471,29444.5184901655,18.0962828818678
3,5595,4692.8104532063,5.26738407264504,2018-07-20,"postbreeding_migration",40471,29444.5184901655,18.0962828818678
4,5659,5924.95310643315,7.65722867688983,2018-07-20,"postbreeding_migration",40471,29444.5184901655,18.0962828818678
5,5659,7082.75546312332,9.79916790620254,2018-07-20,"postbreeding_migration",40471,29444.5184901655,18.0962828818678
6,5659,4304.7087277472,6.14260566721187,2018-07-20,"postbreeding_migration",40471,29444.5184901655,18.0962828818678
7,5648,2868.52480235696,4.57473765869408,2018-07-20,"postbreeding_migration",40471,29444.5184901655,18.0962828818678
8,5587,1978.70830884576,3.41059204545057,2018-07-20,"postbreeding_migration",40471,29444.5184901655,18.0962828818678
1,1191,224.055140323937,1.22930102160441,2018-07-27,"postbreeding_migration",40471,29831.0044081286,16.714329456338
2,5473,2441.4570979327,7.42308090716103,2018-07-27,"postbreeding_migration",40471,29831.0044081286,16.714329456338
3,5595,4996.00972986221,5.06672709946679,2018-07-27,"postbreeding_migration",40471,29831.0044081286,16.714329456338
4,5659,5984.4356623888,6.4922727395855,2018-07-27,"postbreeding_migration",40471,29831.0044081286,16.714329456338
5,5659,6342.65298125148,9.2586647270728,2018-07-27,"postbreeding_migration",40471,29831.0044081286,16.714329456338
6,5659,4517.85730969906,5.73128086957322,2018-07-27,"postbreeding_migration",40471,29831.0044081286,16.714329456338
7,5648,3175.542627424,4.67589903470323,2018-07-27,"postbreeding_migration",40471,29831.0044081286,16.714329456338
8,5587,2148.99385924637,3.80784512242528,2018-07-27,"postbreeding_migration",40471,29831.0044081286,16.714329456338
1,1191,270.27327067405,1.22408900855717,2018-08-03,"postbreeding_migration",40471,33394.5364214256,16.8391510171636
2,5473,2807.76880270243,6.79075209746699,2018-08-03,"postbreeding_migration",40471,33394.5364214256,16.8391510171636
3,5595,5523.24140885472,5.13545394809309,2018-08-03,"postbreeding_migration",40471,33394.5364214256,16.8391510171636
4,5659,6638.58231171966,6.63407874606875,2018-08-03,"postbreeding_migration",40471,33394.5364214256,16.8391510171636
5,5659,6645.28669115901,9.12125518904927,2018-08-03,"postbreeding_migration",40471,33394.5364214256,16.8391510171636
6,5659,5346.33321088552,6.25839932598173,2018-08-03,"postbreeding_migration",40471,33394.5364214256,16.8391510171636
7,5648,3744.86915194988,5.10693318017461,2018-08-03,"postbreeding_migration",40471,33394.5364214256,16.8391510171636
8,5587,2418.18157348037,4.13700206825151,2018-08-03,"postbreeding_migration",40471,33394.5364214256,16.8391510171636
